Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-12-19 05:00:00+00:00,282.2726847631612,288.40435143702547,281.64280315049564,288.33544921875,3659600,0.0,0.0
2023-12-20 05:00:00+00:00,287.3217372179708,293.5616536618471,284.9497766237472,285.13677978515625,3818400,0.0,0.0
2023-12-21 05:00:00+00:00,285.3237286974841,286.1406434127063,282.0758334178373,285.4910583496094,3209300,0.0,0.0
2023-12-22 05:00:00+00:00,285.727260038018,288.20746933930826,284.3493659817457,285.7764587402344,2833800,0.0,0.0
2023-12-26 05:00:00+00:00,286.9870530479595,292.40023186612,286.406370197221,290.9632873535156,2019000,0.0,0.0
2023-12-27 05:00:00+00:00,290.9633171422804,294.4277411276886,290.07753016124406,293.4140014648437,1876500,0.0,0.0
2023-12-28 05:00:00+00:00,292.4101013653465,294.47695759214474,291.3668365144955,292.1935729980469,2267400,0.0,0.0
2023-12-29 05:00:00+00:00,292.1640819723707,293.5321245164126,288.5717050343718,291.0027160644531,2300600,0.0,0.0
2024-01-02 05:00:00+00:00,288.7980215492983,291.95737137028686,286.7508688317397,288.0893859863281,2433100,0.0,0.0
2024-01-03 05:00:00+00:00,283.83759699983364,284.3690511346129,278.8476229279779,279.8121337890625,3043400,0.0,0.0
2024-01-04 05:00:00+00:00,279.9204155286628,283.67026991505,279.3102074185604,281.583740234375,2995400,0.0,0.0
2024-01-05 05:00:00+00:00,281.7313617845089,286.40638001499417,280.96367578177853,284.3690490722656,2684800,0.0,0.0
2024-01-08 05:00:00+00:00,283.02071981480657,288.0598932597133,280.7373349613823,287.6366882324219,2369100,0.0,0.0
2024-01-09 05:00:00+00:00,284.66436203222275,287.744928093878,283.4537674209593,287.6760559082031,1974500,0.0,0.0
2024-01-10 05:00:00+00:00,287.5382300258778,289.9003385710949,286.8591196892,288.71929931640625,2048000,0.0,0.0
2024-01-11 05:00:00+00:00,289.94955890155205,290.933773269829,284.84148392732766,287.4496459960937,1941400,0.0,0.0
2024-01-12 05:00:00+00:00,290.6090128169131,291.1601705496256,284.36909631482683,285.82574462890625,1955600,0.0,0.0
2024-01-16 05:00:00+00:00,284.3198399685318,285.6288318094184,281.09161817310166,282.6958923339844,3140100,0.0,0.0
2024-01-17 05:00:00+00:00,274.42848379107,277.56813008251373,272.5683342218037,274.2316589355469,3789200,0.0,0.0
2024-01-18 05:00:00+00:00,275.59971478437416,278.0701026232883,273.27698313911947,277.4500427246094,2479300,0.0,0.0
2024-01-19 05:00:00+00:00,279.15075134010266,282.8685219723133,275.818586971408,282.0775146484375,3047700,1.3,0.0
2024-01-22 05:00:00+00:00,282.88831683157366,287.3279035246721,282.88831683157366,285.4294738769531,2072200,0.0,0.0
2024-01-23 05:00:00+00:00,287.23888202514246,289.59216926009407,284.2923242828515,285.5876159667969,1866300,0.0,0.0
2024-01-24 05:00:00+00:00,287.5750776062804,289.3251970340691,285.10314216731666,287.4168701171875,2765900,0.0,0.0
2024-01-25 05:00:00+00:00,290.699595185737,299.9050799526193,289.8393665177779,297.3935852050781,4647100,0.0,0.0
2024-01-26 05:00:00+00:00,297.62104735539793,299.5788312209334,295.30731924612616,296.06866455078125,2920500,0.0,0.0
2024-01-29 05:00:00+00:00,295.6632385984039,300.2907246023613,294.1108860994727,299.84576416015625,2101400,0.0,0.0
2024-01-30 05:00:00+00:00,297.1365162025161,302.2979182420099,297.1365162025161,301.3388061523437,2150200,0.0,0.0
2024-01-31 05:00:00+00:00,302.13974375897254,302.31771587546154,296.5630427090306,296.93878173828125,2813000,0.0,0.0
2024-02-01 05:00:00+00:00,299.83587420323937,304.61167041478313,298.5504798327375,304.2359313964844,3196300,0.0,0.0
2024-02-02 05:00:00+00:00,303.55364712133394,313.80722965701045,302.56487302647616,311.5528259277344,4658800,0.0,0.0
2024-02-05 05:00:00+00:00,331.11081242212407,331.11081242212407,312.3636619883848,317.7920227050781,6557500,0.0,0.0
2024-02-06 05:00:00+00:00,319.56195411108126,323.7543472992166,315.48820900562976,319.09722900390625,2825700,0.0,0.0
2024-02-07 05:00:00+00:00,319.3147308071738,324.13995355354353,317.49538996714784,319.9574279785156,3203000,0.0,0.0
2024-02-08 05:00:00+00:00,321.0253555193162,322.76557771552655,317.81183914180195,318.38531494140625,1986100,0.0,0.0
2024-02-09 05:00:00+00:00,318.3853035674371,318.71158578788425,312.027492480434,313.5996398925781,2823000,0.0,0.0
2024-02-12 05:00:00+00:00,313.6490446084908,319.4630415299861,312.956920797594,318.0194396972656,2483600,0.0,0.0
2024-02-13 05:00:00+00:00,312.24499022907463,312.45262434688976,307.3011195906745,309.3280944824219,2923200,0.0,0.0
2024-02-14 05:00:00+00:00,312.46253926275176,314.28188013868754,310.4454314801952,313.1546630859375,1887100,0.0,0.0
2024-02-15 05:00:00+00:00,312.40320079174603,319.58168051051035,311.9186809454097,319.4432678222656,2362900,0.0,0.0
2024-02-16 05:00:00+00:00,320.0859739911715,324.6145463911532,317.8315701013347,318.2962951660156,2513200,0.0,0.0
2024-02-20 05:00:00+00:00,313.69852218324377,315.4189796891864,309.2292433471244,310.218017578125,2701600,0.0,0.0
2024-02-21 05:00:00+00:00,309.38744137188286,314.25222371644765,309.38744137188286,313.5798645019531,1780200,0.0,0.0
2024-02-22 05:00:00+00:00,317.39651344080033,319.7399034316634,316.7439188575864,318.4742736816406,1875800,0.0,0.0
2024-02-23 05:00:00+00:00,319.3740755118771,321.43071262826857,318.43472792566774,320.24420166015625,1575000,0.0,0.0
2024-02-26 05:00:00+00:00,320.01676571775573,323.56646149608406,318.63248786443734,321.72735595703125,1650000,0.0,0.0
2024-02-27 05:00:00+00:00,323.30942068138154,324.2685329273557,320.1354335583663,323.9521179199219,1640900,0.0,0.0
2024-02-28 05:00:00+00:00,323.71478954973867,327.9566090071398,323.3192557422948,325.86041259765625,1471000,0.0,0.0
2024-02-29 05:00:00+00:00,327.2842658194801,331.130612007519,326.3943750591994,330.2110290527344,2699800,0.0,0.0
2024-03-01 05:00:00+00:00,330.25058565287765,333.97825355608137,329.85508200445986,332.9202880859375,1815200,0.0,0.0
2024-03-04 05:00:00+00:00,331.8326393249057,336.44033088133705,331.03173460849763,334.848388671875,1551000,0.0,0.0
2024-03-05 05:00:00+00:00,331.65462518824853,335.184525827264,328.0159135311678,329.78582763671875,2030000,0.0,0.0
2024-03-06 05:00:00+00:00,332.4753093174676,333.93870592853875,330.4087749563893,331.8622741699219,1542300,0.0,0.0
2024-03-07 05:00:00+00:00,334.7099310522889,338.49692258740413,334.6308122261036,336.4007263183594,1732500,0.0,0.0
2024-03-08 05:00:00+00:00,338.2299987504481,340.6327128209456,334.3045639588354,335.38232421875,2307100,0.0,0.0
2024-03-11 04:00:00+00:00,333.2168966455627,334.4133049471318,327.80830070666025,331.2096862792969,1868000,0.0,0.0
2024-03-12 04:00:00+00:00,331.5162345214802,334.5913381781055,329.0047394381747,333.4542236328125,1645900,0.0,0.0
2024-03-13 04:00:00+00:00,334.3440955292927,339.2484067170866,333.60251493905207,337.6861267089844,1818800,0.0,0.0
2024-03-14 04:00:00+00:00,340.682146415762,342.9464478351055,335.1351375095254,338.0816955566406,2110200,0.0,0.0
2024-03-15 04:00:00+00:00,339.1198849320107,343.391396672047,337.3203086653759,343.0749816894531,4405500,0.0,0.0
2024-03-18 04:00:00+00:00,344.1724910038332,349.37345266085674,343.9549594850035,347.9496154785156,2528200,0.0,0.0
2024-03-19 04:00:00+00:00,347.65298613820966,350.02603798787493,345.6952025203653,349.9271545410156,2207600,0.0,0.0
2024-03-20 04:00:00+00:00,347.1783944636541,354.159137945642,344.23186664108346,352.4485778808594,2563900,0.0,0.0
2024-03-21 04:00:00+00:00,353.6548606321816,361.1003287141481,352.7155131273218,360.4674987792969,2616300,0.0,0.0
2024-03-22 04:00:00+00:00,360.50706969011344,361.41672503172975,353.8427112417833,354.08990478515625,2051500,0.0,0.0
2024-03-25 04:00:00+00:00,352.9528345511636,354.841396918606,351.04450756246325,351.9541931152344,1774800,0.0,0.0
