Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2023-12-18 00:00:00-05:00,,,,,0,0.75,0.0
2023-12-19 00:00:00-05:00,100.31944274902344,101.05470690142702,99.71162169041874,99.97632097380051,881300,0.0,0.0
2023-12-20 00:00:00-05:00,98.99597930908203,100.65276962281379,98.9861736917479,100.19200284153823,604700,0.0,0.0
2023-12-21 00:00:00-05:00,99.84886932373047,100.25081731286679,98.33912604953704,99.12341079544058,508200,0.0,0.0
2023-12-22 00:00:00-05:00,99.84886932373047,100.633154069634,99.48614379933235,100.32923980386221,344700,0.0,0.0
2023-12-26 00:00:00-05:00,100.5351333618164,100.83904018743912,99.41753231588713,99.85868786788751,297500,0.0,0.0
2023-12-27 00:00:00-05:00,100.73119354248047,100.98608722137185,99.79986189811892,100.33905114714621,370300,0.0,0.0
2023-12-28 00:00:00-05:00,101.3586196899414,101.65272836010729,100.85863794245705,100.85863794245705,268600,0.0,0.0
2023-12-29 00:00:00-05:00,101.42723846435547,101.63311153033833,100.89784737490221,101.27038600053253,656700,0.0,0.0
2024-01-02 00:00:00-05:00,103.7996826171875,103.8781125840149,101.23116477928338,101.35860786575792,899900,0.0,0.0
2024-01-03 00:00:00-05:00,103.17227172851562,104.70162636952736,103.0252173907941,103.9565565433675,624800,0.0,0.0
2024-01-04 00:00:00-05:00,104.50554656982422,105.24081074477068,103.84871236861727,103.84871236861727,712500,0.0,0.0
2024-01-05 00:00:00-05:00,105.25061798095703,105.94666717974454,104.63299875711591,104.78985122751462,475600,0.0,0.0
2024-01-08 00:00:00-05:00,105.3780517578125,105.62313979821641,104.1624171716672,105.38785737368681,643400,0.0,0.0
2024-01-09 00:00:00-05:00,104.41732025146484,105.12317506824951,103.2016780761161,104.92710013053482,438200,0.0,0.0
2024-01-10 00:00:00-05:00,105.30944061279297,105.37806497353267,103.90753654668659,104.30948457351514,505800,0.0,0.0
2024-01-11 00:00:00-05:00,106.14273834228516,106.23097393705302,105.05455418977331,105.39767599277204,656800,0.0,0.0
2024-01-12 00:00:00-05:00,105.26042175292969,107.14269624169019,104.52515757955506,106.73095009967894,914200,0.0,0.0
2024-01-16 00:00:00-05:00,105.18199157714844,106.00548385958778,104.51535176205728,105.2604215505695,616000,0.0,0.0
