Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2023-12-18 05:00:00+00:00,,,,,0,0.2,0.0
2023-12-19 05:00:00+00:00,102.24119567871094,103.50257096737936,101.0096079454444,101.62540181207768,2348100,0.0,0.0
2023-12-20 05:00:00+00:00,101.38702392578124,103.50256152982192,101.28770429895526,102.10213736309127,1672300,0.0,0.0
2023-12-21 05:00:00+00:00,101.73464965820312,103.4231061009851,100.89042143681212,103.14500810594824,1259400,0.0,0.0
2023-12-22 05:00:00+00:00,101.73464965820312,102.360370147036,101.2877075344085,102.33057501579664,1410200,0.0,0.0
2023-12-26 05:00:00+00:00,102.47956085205078,102.92650298719543,101.71479134627826,102.05247961236938,1111800,0.0,0.0
2023-12-27 05:00:00+00:00,103.22447204589844,103.58202879400412,102.25112143658798,102.65834179099818,1177900,0.0,0.0
2023-12-28 05:00:00+00:00,102.7874526977539,103.50256616710357,102.34051056821144,102.58881343520216,880700,0.0,0.0
2023-12-29 05:00:00+00:00,102.519287109375,103.14500759510892,102.02268138423958,102.4894919782832,1227800,0.0,0.0
2024-01-02 05:00:00+00:00,100.86062622070312,101.86376433372732,100.01639042242049,101.13872421550596,2533700,0.0,0.0
2024-01-03 05:00:00+00:00,99.78795623779295,100.62225022392724,98.35772931573186,99.32114564086456,2018700,0.0,0.0
2024-01-04 05:00:00+00:00,99.62904357910156,100.79110679819908,99.0033230592817,99.22183080266076,1984900,0.0,0.0
2024-01-05 05:00:00+00:00,100.79110717773438,101.6353354441123,99.18210180664992,99.18210180664992,1601900,0.0,0.0
2024-01-08 05:00:00+00:00,103.02582550048828,103.06554728960393,101.5459350062668,101.63532797578172,1538100,0.0,0.0
2024-01-09 05:00:00+00:00,102.60867309570312,102.86691019599463,101.62539587598044,101.85383784500794,1289000,0.0,0.0
2024-01-10 05:00:00+00:00,104.49577331542967,105.38966511516512,103.82038924202978,103.99916760197686,1421500,0.0,0.0
2024-01-11 05:00:00+00:00,105.10163116455078,105.16122142435307,102.7477173935378,103.2343964405956,1341400,0.0,0.0
2024-01-12 05:00:00+00:00,104.19782257080078,105.66777135395344,103.3039307012607,105.41946847783689,1113800,0.0,0.0
2024-01-16 05:00:00+00:00,103.41317749023438,104.07862733402575,102.6086710739474,103.37344812346448,1620400,0.0,0.0
2024-01-17 05:00:00+00:00,103.04569244384766,103.27413442148266,101.76444870800464,102.489496432357,1705300,0.0,0.0
2024-01-18 05:00:00+00:00,103.52243041992188,105.08177205795442,102.26104766357088,104.48583913938762,1439300,0.0,0.0
2024-01-19 05:00:00+00:00,105.34993743896484,105.49892067091128,102.78745009781244,103.94951324491304,1543000,0.0,0.0
2024-01-22 05:00:00+00:00,108.4984130859375,108.51828155773715,105.65782782672748,106.16436777119408,2386900,0.0,0.0
2024-01-23 05:00:00+00:00,102.89671325683594,107.37609939037286,101.74459181942932,105.5585204671786,3189200,0.0,0.0
