Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2023-12-18 00:00:00-05:00,,,,,0,0.11,0.0
2023-12-19 00:00:00-05:00,48.862335205078125,49.060657226841435,48.738382050101016,49.00116213341248,4131800,0.0,0.0
2023-12-20 00:00:00-05:00,48.2326545715332,48.763173962155214,48.20786620838286,48.67392753276317,8556400,0.0,0.0
2023-12-21 00:00:00-05:00,48.733421325683594,48.802834787658625,48.22769035100839,48.59954980419605,4583000,0.0,0.0
2023-12-22 00:00:00-05:00,49.09040832519531,49.23914984081754,48.89704170696137,48.996202717376185,4065600,0.0,0.0
2023-12-26 00:00:00-05:00,49.328392028808594,49.462263542401786,49.05569738220165,49.05569738220165,1910600,0.0,0.0
2023-12-27 00:00:00-05:00,49.318485260009766,49.40773168896991,49.14495158779569,49.40773168896991,2481200,0.0,0.0
2023-12-28 00:00:00-05:00,49.30360794067383,49.4027689511663,49.115196724888015,49.36806221921893,2088600,0.0,0.0
2023-12-29 00:00:00-05:00,49.14990234375,49.432515378278374,49.01107541910448,49.263940907708815,2681200,0.0,0.0
2024-01-02 00:00:00-05:00,48.00954055786133,48.57476668507711,47.78146718922605,48.57476668507711,5281600,0.0,0.0
2024-01-03 00:00:00-05:00,47.14186477661133,47.70213167493582,47.117072632532775,47.70213167493582,6143000,0.0,0.0
2024-01-04 00:00:00-05:00,46.91875076293945,47.21128220004882,46.55185045285774,46.56672422745221,4943600,0.0,0.0
2024-01-05 00:00:00-05:00,46.8344612121582,47.14186640872464,46.631179998126534,46.75017397177312,4018800,0.0,0.0
2024-01-08 00:00:00-05:00,47.885581970214844,47.900455743022796,47.136903882631564,47.16169602581145,4602400,0.0,0.0
2024-01-09 00:00:00-05:00,47.52363967895508,47.71700630142476,47.250945002965864,47.32531387103101,3249200,0.0,0.0
2024-01-10 00:00:00-05:00,47.70212936401367,47.845915470653395,47.36993583285461,47.50876275436885,3826400,0.0,0.0
2024-01-11 00:00:00-05:00,47.806251525878906,47.86575040158771,47.16665279732202,47.70213133045105,4073800,0.0,0.0
2024-01-12 00:00:00-05:00,47.84591293334961,48.108692989816134,47.63767256212138,48.029364945764776,3089000,0.0,0.0
2024-01-16 00:00:00-05:00,47.667423248291016,47.930203322081425,47.2955637968329,47.67238243348044,4461600,0.0,0.0
2024-01-17 00:00:00-05:00,47.26581954956055,47.632719841432746,46.97824731250521,47.34019220159213,4180800,0.0,0.0
2024-01-18 00:00:00-05:00,47.9450798034668,47.97978653625358,47.36497993428047,47.52859901002538,5668400,0.0,0.0
2024-01-19 00:00:00-05:00,48.396270751953125,48.46568421700965,47.860792207731244,48.27231759538788,7022000,0.0,0.0
2024-01-22 00:00:00-05:00,48.57476043701172,48.82762591910915,48.30206199722528,48.40618218803013,5512800,0.0,0.0
2024-01-23 00:00:00-05:00,48.55988693237305,48.688795483938016,48.113654838783,48.64913335109105,6778400,0.0,0.0
2024-01-24 00:00:00-05:00,49.90849685668945,51.10340322513277,49.13998583322291,50.12169263780292,13113800,0.0,0.0
2024-01-25 00:00:00-05:00,49.98286819458008,50.46380703335751,48.96149542455792,49.29368896666706,8276400,0.0,0.0
2024-01-26 00:00:00-05:00,49.93328857421875,50.374561503999224,49.6853822638814,49.982869079736204,4483400,0.0,0.0
2024-01-29 00:00:00-05:00,50.30018997192383,50.30018997192383,49.55647102438775,49.655635820376,4624400,0.0,0.0
2024-01-30 00:00:00-05:00,50.959617614746094,51.10340372039622,50.66709000110438,50.82079069418732,6055800,0.0,0.0
2024-01-31 00:00:00-05:00,50.12665557861328,50.91499961857024,50.101867217039235,50.761295132710636,5675000,0.0,0.0
2024-02-01 00:00:00-05:00,50.781131744384766,50.80096470472069,50.05724571450035,50.196072654101414,5098200,0.0,0.0
2024-02-02 00:00:00-05:00,51.29677200317383,51.61409176988059,50.60759278022478,50.60759278022478,5413200,0.0,0.0
2024-02-05 00:00:00-05:00,51.06373977661133,51.26206557767354,50.59767849427765,51.21744425837831,4179400,0.0,0.0
2024-02-06 00:00:00-05:00,50.95465850830078,51.31660336553042,50.72658516949508,51.03894952398432,5496600,0.0,0.0
2024-02-07 00:00:00-05:00,51.69342803955078,51.74300854808836,50.89516936901964,51.08357681456258,4974400,0.0,0.0
2024-02-08 00:00:00-05:00,51.99091339111328,52.04545308377463,51.71325952501929,51.72317411334398,4077600,0.0,0.0
