Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-12-19 05:00:00+00:00,74.2037001447334,74.72528992855484,73.73131255261723,74.23322296142578,5067800,0.0,0.0
2023-12-20 05:00:00+00:00,74.15448703620369,74.32178799533462,72.84558716180031,72.85543060302734,3271500,0.0,0.0
2023-12-21 05:00:00+00:00,73.3967023235917,73.58368264429268,72.46177068670592,72.98336791992188,3214900,0.0,0.0
2023-12-22 05:00:00+00:00,73.18020535269922,74.02656119928878,73.01290437353181,73.95767211914062,1972300,0.0,0.0
2023-12-26 05:00:00+00:00,73.95766047552313,74.31194926289186,73.49511636377252,74.2725830078125,1801800,0.0,0.0
2023-12-27 05:00:00+00:00,74.43005077239144,74.51862673560751,74.10529226285638,74.40052795410156,2189400,0.0,0.0
2023-12-28 05:00:00+00:00,74.47924598817646,74.89258038053008,74.30210160454705,74.63670349121094,1440300,0.0,0.0
2023-12-29 05:00:00+00:00,74.47925611263355,74.66624396197892,73.86909037311173,74.33163452148438,1725300,0.0,0.0
2024-01-02 05:00:00+00:00,74.08560150595112,74.16433402283971,72.81606782742037,73.21956634521484,4277800,0.0,0.0
2024-01-03 05:00:00+00:00,72.8062233699224,73.11130245171448,72.25510332457344,72.50113677978516,3282400,0.0,0.0
2024-01-04 05:00:00+00:00,72.60939689860427,73.11130728273788,72.34368405308982,72.42240905761719,2100900,0.0,0.0
2024-01-05 05:00:00+00:00,71.6449521637488,72.30432008616165,71.53669683220689,71.68431091308594,2590200,0.0,0.0
2024-01-08 05:00:00+00:00,71.84177346507231,72.5503510622275,71.58589655313389,72.52082824707031,2863200,0.0,0.0
2024-01-09 05:00:00+00:00,71.94018392305956,72.19606082991655,71.61541794608864,71.99923706054688,2632500,0.0,0.0
2024-01-10 05:00:00+00:00,71.81225009205667,72.47161798659728,71.58589599703383,72.18621826171875,2562500,0.0,0.0
2024-01-11 05:00:00+00:00,72.6979705207743,73.73130656279099,72.39288392026377,73.69194030761719,4454600,0.0,0.0
2024-01-12 05:00:00+00:00,74.1249615712857,77.17577501653669,73.90845092210448,76.73291778564453,6351700,0.0,0.0
2024-01-16 05:00:00+00:00,76.42783936095695,76.57545343364627,74.56781945327087,74.99099731445312,3942500,0.0,0.0
2024-01-17 05:00:00+00:00,74.54814158221757,75.05005196451383,74.0462311999213,74.49893188476562,5570100,0.0,0.0
2024-01-18 05:00:00+00:00,74.64655216707523,75.4633850771211,74.00686365308333,74.4595718383789,4693500,0.0,0.0
2024-01-19 05:00:00+00:00,74.50877482327252,75.94560938069714,74.40051949628509,75.66020965576172,7178000,0.0,0.0
2024-01-22 05:00:00+00:00,75.95545316124829,76.47704291633025,75.85704127491415,76.04402160644531,2452800,0.0,0.0
2024-01-23 05:00:00+00:00,76.2900648295608,76.4180070556627,75.61101747120229,75.8865737915039,2263100,0.0,0.0
2024-01-24 05:00:00+00:00,76.31958176556175,76.31958176556175,75.51259232269733,75.72909545898438,3473400,0.0,0.0
2024-01-25 05:00:00+00:00,76.55577547062276,77.43165402366334,76.55577547062276,77.05768585205078,5396700,0.0,0.0
2024-01-26 05:00:00+00:00,77.31356142104596,77.6383274295387,75.81768110694782,76.05387115478516,2481200,0.0,0.0
2024-01-29 05:00:00+00:00,75.69957455547717,76.8903756226576,75.69957455547717,76.63450622558594,3223500,0.0,0.0
2024-01-30 05:00:00+00:00,76.07355400579262,76.70339910553338,75.97513460842713,76.36878967285156,3377900,0.0,0.0
2024-01-31 05:00:00+00:00,76.41799783991604,77.45133391643031,75.74878649631103,75.89640808105469,3316000,0.0,0.0
2024-02-01 05:00:00+00:00,76.12275078291246,76.71322958338624,75.32560477769012,76.64434051513672,2530500,0.0,0.0
2024-02-02 05:00:00+00:00,76.25069147330086,76.95926151479549,75.92592551156677,76.65418243408203,4500600,0.0,0.0
2024-02-05 05:00:00+00:00,76.0440175998278,76.5164051410263,75.41417255045997,76.35894012451172,2472300,0.0,0.0
2024-02-06 05:00:00+00:00,76.59514346424189,77.67768925575609,76.52625439137313,77.48086547851562,6513100,0.0,0.0
2024-02-07 05:00:00+00:00,74.43988695770699,77.62847866405784,74.22337630022622,76.76244354248047,5302300,0.0,0.0
2024-02-08 05:00:00+00:00,76.89037738601101,77.411974649724,76.1325976016434,77.05768585205078,3173800,0.0,0.0
2024-02-09 05:00:00+00:00,77.32340231667717,77.33324575828057,75.65037764470797,75.87672424316406,5330000,0.0,0.0
2024-02-12 05:00:00+00:00,75.52243259670436,75.66021074060103,74.3414749323485,75.31576538085938,5249600,0.0,0.0
2024-02-13 05:00:00+00:00,74.34147502128683,74.86306478214043,73.60337460309495,74.30210876464844,3214900,0.0,0.0
2024-02-14 05:00:00+00:00,74.70561256819707,75.6110140101283,74.58751378989663,75.5224380493164,2729600,0.0,0.0
2024-02-15 05:00:00+00:00,75.9160846651051,76.8018066326699,75.86687496921716,76.78211975097656,4396200,0.0,0.0
2024-02-16 05:00:00+00:00,76.58453003413652,76.8413946145462,75.93249845288409,76.07080841064453,2125900,0.3,0.0
2024-02-20 05:00:00+00:00,75.98190386412796,76.45610731606503,75.43853789073343,75.81394958496094,4622000,0.0,0.0
2024-02-21 05:00:00+00:00,75.32985448409852,76.59440690094124,75.20142597021906,76.5351333618164,3507500,0.0,0.0
2024-02-22 05:00:00+00:00,77.45392293084603,78.71847554403077,77.1773029888779,78.50112915039062,3771500,0.0,0.0
2024-02-23 05:00:00+00:00,78.63943462464744,79.12351949541095,78.47148788910282,78.85678100585938,3858300,0.0,0.0
2024-02-26 05:00:00+00:00,78.61968446607214,78.9753408337802,77.99728205391895,78.55052947998047,3442500,0.0,0.0
2024-02-27 05:00:00+00:00,78.63943804727236,78.82714766418466,77.79969679567355,78.18498992919922,1779700,0.0,0.0
2024-02-28 05:00:00+00:00,77.98740710649167,78.12571707681727,77.28597581774672,77.532958984375,3095800,0.0,0.0
2024-02-29 05:00:00+00:00,78.42209313404503,78.73823128897914,77.49344154367314,78.06643676757812,6272400,0.0,0.0
2024-03-01 05:00:00+00:00,77.94788594945994,78.56039935565933,77.58234816322677,77.66138458251953,4516500,0.0,0.0
2024-03-04 05:00:00+00:00,77.56259584404475,78.71847525618274,77.53295906998913,78.12571716308594,7360000,0.0,0.0
