Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2023-12-18 00:00:00-05:00,,,,,0,0.57,0.0
2023-12-19 00:00:00-05:00,194.93246459960938,196.2693881003144,194.4769308173428,195.22956038986823,1025700,0.0,0.0
2023-12-20 00:00:00-05:00,192.96176147460938,195.65540381650968,192.94195105875016,194.52643677633165,1403800,0.0,0.0
2023-12-21 00:00:00-05:00,195.0017852783203,195.39790290802048,193.36776605623947,194.16001642655877,936500,0.0,0.0
2023-12-22 00:00:00-05:00,195.7049102783203,196.75463567162788,194.8829517827689,195.18004758166654,572800,0.0,0.0
2023-12-26 00:00:00-05:00,196.71502685546875,197.56669340641943,195.5662645102944,195.69500954700595,648900,0.0,0.0
2023-12-27 00:00:00-05:00,197.457763671875,197.8043779588666,196.05152632939846,196.05152632939846,528200,0.0,0.0
2023-12-28 00:00:00-05:00,196.94277954101562,197.7845483787659,196.6456988791449,197.36862034122817,521000,0.0,0.0
2023-12-29 00:00:00-05:00,196.42787170410156,197.37856024744704,196.04165165006958,196.86359513843044,703700,0.0,0.0
2024-01-02 00:00:00-05:00,196.279296875,196.3783338476715,193.30836902590033,194.56606604641024,1158600,0.0,0.0
2024-01-03 00:00:00-05:00,194.2194366455078,195.64548431989695,193.6648659078941,194.9324604827024,903700,0.0,0.0
2024-01-04 00:00:00-05:00,193.59556579589844,195.55637393122683,193.20934578271374,193.80352228173308,1065900,0.0,0.0
2024-01-05 00:00:00-05:00,193.35789489746094,194.2887880768145,192.49633062380948,193.2192521969777,760100,0.0,0.0
2024-01-08 00:00:00-05:00,194.080810546875,194.15013945046107,191.5852420143468,192.7736101409203,960900,0.0,0.0
2024-01-09 00:00:00-05:00,194.0312957763672,194.2887858678521,192.4567076007268,192.70428492812638,777700,0.0,0.0
2024-01-10 00:00:00-05:00,195.47714233398438,195.94258889055064,194.14021880156295,194.16002921762873,601000,0.0,0.0
2024-01-11 00:00:00-05:00,196.10104370117188,196.18027025520345,194.15013325203907,196.08123328493394,847300,0.0,0.0
2024-01-12 00:00:00-05:00,196.99232482910156,197.1804860145045,195.9327017320881,197.15077794427467,681000,0.0,0.0
2024-01-16 00:00:00-05:00,197.11114501953125,198.00243240451917,195.80394467683678,197.7251470254349,1078200,0.0,0.0
2024-01-17 00:00:00-05:00,195.52667236328125,197.42806442302293,194.86316693964125,196.18028013376394,1192800,0.0,0.0
2024-01-18 00:00:00-05:00,198.51742553710938,198.83431668194544,196.04165207995703,196.04165207995703,1034000,0.0,0.0
2024-01-19 00:00:00-05:00,197.93310546875,198.7847720303672,196.0911296545974,198.67583740815152,2739700,0.0,0.0
2024-01-22 00:00:00-05:00,198.9234161376953,200.25044202984083,197.98262536327192,199.42848353107343,1141400,0.0,0.0
2024-01-23 00:00:00-05:00,197.24978637695312,200.51780987799862,196.86356637934264,199.52750064197997,1025800,0.0,0.0
2024-01-24 00:00:00-05:00,194.714599609375,197.7449434921125,194.5660592664643,197.04183238777532,795900,0.0,0.0
2024-01-25 00:00:00-05:00,196.69520568847656,196.82395071815105,194.87304041285108,195.56625382086958,788400,0.0,0.0
2024-01-26 00:00:00-05:00,196.56649780273438,197.75486593695794,195.63560464580104,197.16067431438583,688600,0.0,0.0
2024-01-29 00:00:00-05:00,197.31912231445312,197.32901996723524,195.2889852860225,196.31891539033123,1070700,0.0,0.0
2024-01-30 00:00:00-05:00,198.79470825195312,199.0125775220934,196.59622024302615,197.29933143317922,870000,0.0,0.0
2024-01-31 00:00:00-05:00,196.2991180419922,199.270046053794,195.54648838560072,199.0521767907215,1715100,0.0,0.0
2024-02-01 00:00:00-05:00,198.091552734375,198.1014503866773,194.3580827313531,195.9029778129246,1129800,0.0,0.0
2024-02-02 00:00:00-05:00,197.39834594726562,198.616422101924,195.14044205090963,197.1309582169045,1180000,0.0,0.0
2024-02-05 00:00:00-05:00,193.65499877929688,196.23970681879416,193.5955826353188,194.6353953767782,1769800,0.0,0.0
2024-02-06 00:00:00-05:00,198.0123291015625,198.34903061583736,193.8233252561837,193.95207029260868,1444500,0.0,0.0
2024-02-07 00:00:00-05:00,201.03277587890625,201.43880629424794,198.55700277694928,199.24031857083656,1164900,0.0,0.0
2024-02-08 00:00:00-05:00,200.92384338378906,201.0327780058645,199.51760606030965,201.0327780058645,767700,0.0,0.0
2024-02-09 00:00:00-05:00,200.7554931640625,201.64676544822484,198.55700541148073,200.53762391932594,997400,0.0,0.0
2024-02-12 00:00:00-05:00,201.0129852294922,201.99339691420633,200.03258865569936,200.48812248913893,1046800,0.0,0.0
2024-02-13 00:00:00-05:00,219.0365753173828,219.40299998629308,210.64867053612403,211.57954846423985,3193200,0.0,0.0
2024-02-14 00:00:00-05:00,214.86740112304688,219.2049605127381,214.22370614909804,218.06609579839466,1966100,0.0,0.0
2024-02-15 00:00:00-05:00,214.37225341796875,215.88742542422844,212.2232840699463,215.10508773319341,1988700,0.0,0.0
2024-02-16 00:00:00-05:00,213.29281616210938,215.372456569909,212.93630421921225,214.38214729640814,1975700,0.0,0.0
2024-02-20 00:00:00-05:00,214.29302978515625,214.95653520582619,211.86677501144177,212.5797989195183,1188500,0.0,0.0
2024-02-21 00:00:00-05:00,214.82777404785156,215.79828797328173,213.3225148978531,215.204096390811,1177200,0.0,0.0
2024-02-22 00:00:00-05:00,217.59075927734375,218.60087898823875,215.12488369545667,215.87752842985404,1039400,0.0,0.0
2024-02-23 00:00:00-05:00,220.18536376953125,220.3339192294875,216.31325082151537,217.84823324220642,1435900,0.0,0.0
2024-02-26 00:00:00-05:00,218.14532470703125,220.12594324630766,218.04628773569934,219.8486578596826,1378400,0.0,0.0
2024-02-27 00:00:00-05:00,219.93777465820312,220.4230316239101,218.04628039029276,218.16512777407146,1275700,0.0,0.0
2024-02-28 00:00:00-05:00,222.82949829101562,223.44350035486568,219.27429140079704,220.83898196525152,1166300,0.0,0.0
2024-02-29 00:00:00-05:00,222.66114807128906,223.50291705349437,221.55200644751656,223.41379283963863,1731600,0.0,0.0
2024-03-01 00:00:00-05:00,223.3246307373047,224.1366915654002,220.49234571325505,221.10634771600914,1009400,0.0,0.0
2024-03-04 00:00:00-05:00,223.71084594726562,225.06757984920054,222.49276984211366,222.49276984211366,898400,0.0,0.0
2024-03-05 00:00:00-05:00,221.24501037597656,224.42389485359232,220.81916950767933,222.74037201984393,1069600,0.0,0.0
2024-03-06 00:00:00-05:00,221.3737335205078,223.2058117636469,220.44285547484628,221.31431738045714,862800,0.0,0.0
2024-03-07 00:00:00-05:00,222.3937530517578,224.12679421997888,221.88868566888758,222.8195787712792,879400,0.0,0.0
2024-03-08 00:00:00-05:00,221.2945098876953,224.0772764402394,221.17566250321823,222.79976905581975,860200,0.0,0.0
2024-03-11 00:00:00-04:00,221.73023986816406,221.75005028465387,219.7694317414423,221.2053771630866,1422900,0.0,0.0
2024-03-12 00:00:00-04:00,221.39353942871094,222.03724952496523,220.84886630447124,221.3341232898703,1934500,0.0,0.0
2024-03-13 00:00:00-04:00,222.99783325195312,223.80989410326865,221.4628659784766,221.8292755713813,825700,0.0,0.0
