Date,Open,High,Low,Close,Volume,Dividends,StockSplits,Ticker
2023-12-19 05:00:00+00:00,4743.72021484375,4768.68994140625,4743.72021484375,4768.3701171875,4026970000,0,0,^GSPC
2023-12-20 05:00:00+00:00,4764.72998046875,4778.009766,4697.81982421875,4698.35009765625,4201320000,0,0,^GSPC
2023-12-21 05:00:00+00:00,4724.2900390625,4748.7099609375,4708.35009765625,4746.75,3431180000,0,0,^GSPC
2023-12-22 05:00:00+00:00,4753.919922,4772.93994140625,4736.77001953125,4754.6298828125,3046770000,0,0,^GSPC
2023-12-26 05:00:00+00:00,4758.85986328125,4784.72021484375,4758.4501953125,4774.75,2513910000,0,0,^GSPC
2023-12-27 05:00:00+00:00,4773.4501953125,4785.39013671875,4768.89990234375,4781.580078,2748450000,0,0,^GSPC
2023-12-28 05:00:00+00:00,4786.43994140625,4793.2998046875,4780.97998046875,4783.35009765625,2698860000,0,0,^GSPC
2023-12-29 05:00:00+00:00,4782.8798828125,4788.43017578125,4751.990234,4769.830078,3126060000,0,0,^GSPC
2024-01-02 05:00:00+00:00,4745.2001953125,4754.330078,4722.669922,4742.830078,3743050000,0,0,^GSPC
2024-01-03 05:00:00+00:00,4725.06982421875,4729.2900390625,4699.7099609375,4704.81005859375,3950760000,0,0,^GSPC
2024-01-04 05:00:00+00:00,4697.419922,4726.77978515625,4687.52978515625,4688.68017578125,3715480000,0,0,^GSPC
2024-01-05 05:00:00+00:00,4690.56982421875,4721.490234,4682.10986328125,4697.240234,3844370000,0,0,^GSPC
2024-01-08 05:00:00+00:00,4703.7001953125,4764.5400390625,4699.81982421875,4763.5400390625,3742320000,0,0,^GSPC
2024-01-09 05:00:00+00:00,4741.93017578125,4765.47021484375,4730.35009765625,4756.5,3529960000,0,0,^GSPC
2024-01-10 05:00:00+00:00,4759.93994140625,4790.7998046875,4756.2001953125,4783.4501953125,3498680000,0,0,^GSPC
2024-01-11 05:00:00+00:00,4792.1298828125,4798.5,4739.580078,4780.240234,3759890000,0,0,^GSPC
2024-01-12 05:00:00+00:00,4791.18017578125,4802.39990234375,4768.97998046875,4783.830078,3486340000,0,0,^GSPC
2024-01-16 05:00:00+00:00,4772.35009765625,4782.339844,4747.1201171875,4765.97998046875,4260550000,0,0,^GSPC
2024-01-17 05:00:00+00:00,4739.1298828125,4744.22998046875,4714.81982421875,4739.2099609375,3928600000,0,0,^GSPC
2024-01-18 05:00:00+00:00,4760.10009765625,4785.7900390625,4740.56982421875,4780.93994140625,4019000000,0,0,^GSPC
2024-01-19 05:00:00+00:00,4796.27978515625,4842.06982421875,4785.8701171875,4839.81005859375,4287200000,0,0,^GSPC
2024-01-22 05:00:00+00:00,4853.419922,4868.410156,4844.0498046875,4850.43017578125,4297610000,0,0,^GSPC
2024-01-23 05:00:00+00:00,4856.7998046875,4866.47998046875,4844.3701171875,4864.60009765625,3912800000,0,0,^GSPC
2024-01-24 05:00:00+00:00,4888.56005859375,4903.68017578125,4865.93994140625,4868.5498046875,4330030000,0,0,^GSPC
2024-01-25 05:00:00+00:00,4886.660156,4898.14990234375,4869.339844,4894.160156,4020430000,0,0,^GSPC
2024-01-26 05:00:00+00:00,4888.910156,4906.68994140625,4881.47021484375,4890.97021484375,3353400000,0,0,^GSPC
2024-01-29 05:00:00+00:00,4892.9501953125,4929.31005859375,4887.39990234375,4927.93017578125,3525160000,0,0,^GSPC
2024-01-30 05:00:00+00:00,4925.89013671875,4931.089844,4916.27001953125,4924.97021484375,3836130000,0,0,^GSPC
2024-01-31 05:00:00+00:00,4899.18994140625,4906.75,4845.14990234375,4845.64990234375,4696120000,0,0,^GSPC
2024-02-01 05:00:00+00:00,4861.10986328125,4906.97021484375,4853.52001953125,4906.18994140625,4386090000,0,0,^GSPC
2024-02-02 05:00:00+00:00,4916.06005859375,4975.2900390625,4907.990234,4958.60986328125,3974350000,0,0,^GSPC
2024-02-05 05:00:00+00:00,4957.18994140625,4957.18994140625,4918.089844,4942.81005859375,4023640000,0,0,^GSPC
2024-02-06 05:00:00+00:00,4950.160156,4957.77001953125,4934.8798828125,4954.22998046875,4440880000,0,0,^GSPC
2024-02-07 05:00:00+00:00,4973.0498046875,4999.89013671875,4969.0498046875,4995.06005859375,4895590000,0,0,^GSPC
2024-02-08 05:00:00+00:00,4995.160156,5000.39990234375,4987.089844,4997.910156,4341860000,0,0,^GSPC
2024-02-09 05:00:00+00:00,5004.169922,5030.06005859375,5000.339844,5026.60986328125,3912990000,0,0,^GSPC
2024-02-12 05:00:00+00:00,5026.830078,5048.39013671875,5016.830078,5021.839844,3805740000,0,0,^GSPC
2024-02-13 05:00:00+00:00,4967.93994140625,4971.2998046875,4920.31005859375,4953.169922,4302190000,0,0,^GSPC
2024-02-14 05:00:00+00:00,4976.43994140625,5002.52001953125,4956.4501953125,5000.6201171875,3845600000,0,0,^GSPC
2024-02-15 05:00:00+00:00,5003.14013671875,5032.72021484375,4999.43994140625,5029.72998046875,4137970000,0,0,^GSPC
2024-02-16 05:00:00+00:00,5031.1298828125,5038.7001953125,4999.52001953125,5005.56982421875,3833270000,0,0,^GSPC
2024-02-20 05:00:00+00:00,4989.31982421875,4993.7099609375,4955.02001953125,4975.509766,4034880000,0,0,^GSPC
2024-02-21 05:00:00+00:00,4963.02978515625,4983.2099609375,4946,4981.7998046875,3788390000,0,0,^GSPC
2024-02-22 05:00:00+00:00,5038.830078,5094.39013671875,5038.830078,5087.02978515625,4051710000,0,0,^GSPC
2024-02-23 05:00:00+00:00,5100.919922,5111.06005859375,5081.4599609375,5088.7998046875,3672790000,0,0,^GSPC
2024-02-26 05:00:00+00:00,5093,5097.660156,5068.910156,5069.52978515625,3683930000,0,0,^GSPC
2024-02-27 05:00:00+00:00,5074.60009765625,5080.68994140625,5057.2900390625,5078.18017578125,3925950000,0,0,^GSPC
2024-02-28 05:00:00+00:00,5067.2001953125,5077.3701171875,5058.35009765625,5069.759766,3789370000,0,0,^GSPC
2024-02-29 05:00:00+00:00,5085.35986328125,5104.990234,5061.89013671875,5096.27001953125,5219740000,0,0,^GSPC
2024-03-01 05:00:00+00:00,5098.509766,5140.330078,5094.160156,5137.080078,4748110000,0,0,^GSPC
2024-03-04 05:00:00+00:00,5130.990234,5149.669922,5127.18017578125,5130.9501953125,4758440000,0,0,^GSPC
2024-03-05 05:00:00+00:00,5110.52001953125,5114.5400390625,5056.81982421875,5078.64990234375,4418410000,0,0,^GSPC
2024-03-06 05:00:00+00:00,5108.02978515625,5127.97021484375,5092.22021484375,5104.759766,4559050000,0,0,^GSPC
2024-03-07 05:00:00+00:00,5132.3798828125,5165.6201171875,5128.2099609375,5157.35986328125,4137980000,0,0,^GSPC
2024-03-08 05:00:00+00:00,5164.4599609375,5189.259766,5117.5,5123.68994140625,4208870000,0,0,^GSPC
2024-03-11 04:00:00+00:00,5111.9599609375,5124.660156,5091.14013671875,5117.93994140625,3896430000,0,0,^GSPC
2024-03-12 04:00:00+00:00,5134.2998046875,5179.8701171875,5114.47998046875,5175.27001953125,4080510000,0,0,^GSPC
2024-03-13 04:00:00+00:00,5173.490234,5179.14013671875,5151.8798828125,5165.31005859375,4282890000,0,0,^GSPC
2024-03-14 04:00:00+00:00,5175.14013671875,5176.85009765625,5123.2998046875,5150.47998046875,4687970000,0,0,^GSPC
2024-03-15 04:00:00+00:00,5123.31005859375,5136.85986328125,5104.35009765625,5117.089844,7753670000,0,0,^GSPC
2024-03-18 04:00:00+00:00,5154.77001953125,5175.60009765625,5145.47021484375,5149.419922,4036220000,0,0,^GSPC
2024-03-19 04:00:00+00:00,5139.089844,5180.31005859375,5131.589844,5178.509766,4031760000,0,0,^GSPC
2024-03-20 04:00:00+00:00,5181.68994140625,5226.18994140625,5171.5498046875,5224.6201171875,4064850000,0,0,^GSPC
2024-03-21 04:00:00+00:00,5253.43017578125,5261.10009765625,5240.660156,5241.52978515625,4207730000,0,0,^GSPC
2024-03-22 04:00:00+00:00,5242.47998046875,5246.089844,5229.8701171875,5234.18017578125,3374700000,0,0,^GSPC
2024-03-25 04:00:00+00:00,5219.52001953125,5229.089844,5216.089844,5218.18994140625,3331360000,0,0,^GSPC
2024-03-26 04:00:00+00:00,5228.85009765625,5235.160156,5203.419922,5203.580078,3871790000,0,0,^GSPC
2024-03-27 04:00:00+00:00,5226.31005859375,5249.259766,5213.919922,5248.490234,3850500000,0,0,^GSPC
2024-03-28 04:00:00+00:00,5248.02978515625,5264.85009765625,5245.81982421875,5254.35009765625,3998270000,0,0,^GSPC
2024-04-01 04:00:00+00:00,5257.97021484375,5263.9501953125,5229.2001953125,5243.77001953125,3325930000,0,0,^GSPC
2024-04-02 04:00:00+00:00,5204.2900390625,5208.339844,5184.0498046875,5205.81005859375,3886590000,0,0,^GSPC
2024-04-03 04:00:00+00:00,5194.3701171875,5228.75,5194.3701171875,5211.490234,3703250000,0,0,^GSPC
2024-04-04 04:00:00+00:00,5244.0498046875,5256.589844,5146.06005859375,5147.2099609375,4075680000,0,0,^GSPC
2024-04-05 04:00:00+00:00,5158.9501953125,5222.18017578125,5157.2099609375,5204.339844,3386780000,0,0,^GSPC
2024-04-08 04:00:00+00:00,5211.3701171875,5219.56982421875,5197.35009765625,5202.39013671875,3278180000,0,0,^GSPC
2024-04-09 04:00:00+00:00,5217.02978515625,5224.81005859375,5160.77978515625,5209.910156,3400680000,0,0,^GSPC
2024-04-10 04:00:00+00:00,5167.8798828125,5178.43017578125,5138.7001953125,5160.64013671875,3845930000,0,0,^GSPC
2024-04-11 04:00:00+00:00,5172.9501953125,5211.77978515625,5138.77001953125,5199.06005859375,3509380000,0,0,^GSPC
