Date,Close,Volume,Stock Splits,Ticker
2023-12-19,119.05917358398438,3498900,0.0,EOG
2023-12-20,117.9903335571289,3671100,0.0,EOG
2023-12-21,117.65025329589844,3841700,0.0,EOG
2023-12-22,118.80653381347656,1741900,0.0,EOG
2023-12-26,120.77904510498048,1852100,0.0,EOG
2023-12-27,120.74988555908205,2568300,0.0,EOG
2023-12-28,117.8931655883789,2137200,0.0,EOG
2023-12-29,117.52392578125,1756600,0.0,EOG
2024-01-02,118.155517578125,3023000,0.0,EOG
2024-01-03,121.43978881835938,2794000,0.0,EOG
2024-01-04,117.5919418334961,2847500,0.0,EOG
2024-01-05,116.97007751464844,2157100,0.0,EOG
2024-01-08,114.43401336669922,4244600,0.0,EOG
2024-01-09,112.78216552734376,3043300,0.0,EOG
2024-01-10,111.73275756835938,3128700,0.0,EOG
2024-01-11,111.7230453491211,2134000,0.0,EOG
2024-01-12,112.76272583007812,3009100,0.0,EOG
2024-01-16,109.82467651367188,3420200,0.0,EOG
2024-01-17,108.3458480834961,3282300,0.0,EOG
2024-01-18,107.81700134277344,3378700,0.0,EOG
2024-01-19,107.89533996582033,2838100,0.0,EOG
2024-01-22,108.35564422607422,2482900,0.0,EOG
2024-01-23,108.09121704101562,2367700,0.0,EOG
2024-01-24,109.77570343017578,3527900,0.0,EOG
2024-01-25,112.47872161865234,2962500,0.0,EOG
2024-01-26,113.15447235107422,2683800,0.0,EOG
2024-01-29,112.58644104003906,2648500,0.0,EOG
2024-01-30,114.36886596679688,2947200,0.0,EOG
2024-01-31,111.44061279296876,3281900,0.0,EOG
2024-02-01,110.27517700195312,2569600,0.0,EOG
2024-02-02,108.56130981445312,2927300,0.0,EOG
2024-02-05,107.3860855102539,2957200,0.0,EOG
2024-02-06,109.5700454711914,3506400,0.0,EOG
2024-02-07,110.1968231201172,2986400,0.0,EOG
2024-02-08,110.72566986083984,3159600,0.0,EOG
2024-02-09,108.75718688964844,2607400,0.0,EOG
2024-02-12,110.52001190185548,3786900,0.0,EOG
