Date,Close,Volume,Stock Splits,Ticker
2023-12-18,,0,0.0,PHM
2023-12-19,102.24119567871094,2348100,0.0,PHM
2023-12-20,101.38702392578124,1672300,0.0,PHM
2023-12-21,101.73464965820312,1259400,0.0,PHM
2023-12-22,101.73464965820312,1410200,0.0,PHM
2023-12-26,102.47956085205078,1111800,0.0,PHM
2023-12-27,103.22447204589844,1177900,0.0,PHM
2023-12-28,102.7874526977539,880700,0.0,PHM
2023-12-29,102.519287109375,1227800,0.0,PHM
2024-01-02,100.86062622070312,2533700,0.0,PHM
2024-01-03,99.78795623779295,2018700,0.0,PHM
2024-01-04,99.62904357910156,1984900,0.0,PHM
2024-01-05,100.79110717773438,1601900,0.0,PHM
2024-01-08,103.02582550048828,1538100,0.0,PHM
2024-01-09,102.60867309570312,1289000,0.0,PHM
2024-01-10,104.49577331542967,1421500,0.0,PHM
2024-01-11,105.10163116455078,1341400,0.0,PHM
2024-01-12,104.19782257080078,1113800,0.0,PHM
2024-01-16,103.41317749023438,1620400,0.0,PHM
2024-01-17,103.04569244384766,1705300,0.0,PHM
2024-01-18,103.52243041992188,1439300,0.0,PHM
2024-01-19,105.34993743896484,1543000,0.0,PHM
2024-01-22,108.4984130859375,2386900,0.0,PHM
2024-01-23,102.89671325683594,3189200,0.0,PHM
2024-01-24,101.66512298583984,2313500,0.0,PHM
2024-01-25,104.41631317138672,2157500,0.0,PHM
2024-01-26,104.40638732910156,1891800,0.0,PHM
2024-01-29,105.34000396728516,2840400,0.0,PHM
2024-01-30,104.8334732055664,3473100,0.0,PHM
2024-01-31,103.85018920898438,2255500,0.0,PHM
2024-02-01,106.00546264648438,1563700,0.0,PHM
2024-02-02,105.2506103515625,1641300,0.0,PHM
2024-02-05,103.64160919189452,1893500,0.0,PHM
2024-02-06,101.87370300292967,2195200,0.0,PHM
2024-02-07,102.31071472167967,1765500,0.0,PHM
2024-02-08,102.55901336669922,1430900,0.0,PHM
2024-02-09,102.40009307861328,1695500,0.0,PHM
2024-02-12,104.96259307861328,1516800,0.0,PHM
2024-02-13,101.3075714111328,2120500,0.0,PHM
2024-02-14,103.11521911621094,1390600,0.0,PHM
2024-02-15,103.7707290649414,1336900,0.0,PHM
2024-02-16,100.76129913330078,1528000,0.0,PHM
2024-02-20,102.34051513671876,1704500,0.0,PHM
2024-02-21,102.91658020019533,1264800,0.0,PHM
2024-02-22,103.96937561035156,1462400,0.0,PHM
2024-02-23,105.02217864990234,1013300,0.0,PHM
2024-02-26,105.47905731201172,1527400,0.0,PHM
2024-02-27,106.13458251953124,1653200,0.0,PHM
2024-02-28,105.7074966430664,1226700,0.0,PHM
2024-02-29,107.64425659179688,2580300,0.0,PHM
2024-03-01,110.45503997802734,1836800,0.0,PHM
2024-03-04,110.2762680053711,2510000,0.0,PHM
2024-03-05,109.70020294189452,2096300,0.0,PHM
2024-03-06,110.68348693847656,2046500,0.0,PHM
2024-03-07,113.02747344970705,1864200,0.0,PHM
2024-03-08,111.91506958007812,1284900,0.0,PHM
2024-03-11,110.09748840332033,1464400,0.0,PHM
2024-03-12,111.39859771728516,1528400,0.0,PHM
2024-03-13,113.50421142578124,1988300,0.0,PHM
2024-03-14,109.1662139892578,2828700,0.0,PHM
2024-03-15,110.34026336669922,4465500,0.0,PHM
2024-03-18,109.62389373779295,1596400,0.0,PHM
2024-03-19,110.84768676757812,1635300,0.0,PHM
2024-03-20,113.41465759277344,1512700,0.0,PHM
2024-03-21,115.47421264648438,1625600,0.0,PHM
2024-03-22,115.86224365234376,1645300,0.0,PHM
2024-03-25,115.1060791015625,1107300,0.0,PHM
2024-03-26,115.40457153320312,1360900,0.0,PHM
2024-03-27,117.41438293457033,1407500,0.0,PHM
