Date,Close,Volume,Stock Splits,Ticker
2023-12-19,28.7238826751709,2178200,0.0,JNPR
2023-12-20,28.37240028381348,2555800,0.0,JNPR
2023-12-21,28.51885032653809,2184900,0.0,JNPR
2023-12-22,28.753173828125,1852200,0.0,JNPR
2023-12-26,28.88986015319824,1098900,0.0,JNPR
2023-12-27,28.743408203125,1736400,0.0,JNPR
2023-12-28,28.811750411987305,1646100,0.0,JNPR
2023-12-29,28.78246116638184,2717700,0.0,JNPR
2024-01-02,28.64577293395996,2665600,0.0,JNPR
2024-01-03,29.30968475341797,4754000,0.0,JNPR
2024-01-04,29.06560134887696,2346100,0.0,JNPR
2024-01-05,29.20228576660156,1976900,0.0,JNPR
2024-01-08,29.50495147705078,3036100,0.0,JNPR
2024-01-09,35.93902587890625,32010200,0.0,JNPR
2024-01-10,36.70056915283203,49280000,0.0,JNPR
2024-01-11,36.856781005859375,10960900,0.0,JNPR
2024-01-12,36.62245559692383,10344900,0.0,JNPR
2024-01-16,36.46624374389648,10405500,0.0,JNPR
2024-01-17,36.33932113647461,4928300,0.0,JNPR
2024-01-18,36.43695831298828,4977800,0.0,JNPR
2024-01-19,36.52482604980469,4812100,0.0,JNPR
2024-01-22,36.58340835571289,4976000,0.0,JNPR
2024-01-23,36.40766906738281,5253600,0.0,JNPR
2024-01-24,36.31003189086914,4979100,0.0,JNPR
2024-01-25,36.349082946777344,3637100,0.0,JNPR
2024-01-26,36.31979751586914,4540100,0.0,JNPR
2024-01-29,36.349082946777344,3616900,0.0,JNPR
2024-01-30,36.300270080566406,7929000,0.0,JNPR
2024-01-31,36.08547592163086,5567000,0.0,JNPR
2024-02-01,36.01713180541992,5060500,0.0,JNPR
2024-02-02,36.06594467163086,3634100,0.0,JNPR
2024-02-05,36.06594467163086,3537600,0.0,JNPR
2024-02-06,36.11476516723633,4295400,0.0,JNPR
2024-02-07,36.15381622314453,2924400,0.0,JNPR
2024-02-08,36.07571029663086,2047500,0.0,JNPR
2024-02-09,36.15381622314453,2724900,0.0,JNPR
2024-02-12,36.12452697753906,2281000,0.0,JNPR
2024-02-13,36.18310928344727,3820000,0.0,JNPR
2024-02-14,36.15381622314453,2906600,0.0,JNPR
2024-02-15,36.1342887878418,2678100,0.0,JNPR
2024-02-16,36.046417236328125,2007000,0.0,JNPR
2024-02-20,36.02689743041992,4104100,0.0,JNPR
2024-02-21,36.11476516723633,5396500,0.0,JNPR
2024-02-22,36.280738830566406,3501300,0.0,JNPR
2024-02-23,36.300270080566406,2133000,0.0,JNPR
2024-02-26,36.20263671875,2183600,0.0,JNPR
2024-02-27,36.280738830566406,1831300,0.0,JNPR
2024-02-28,36.17334365844727,2756500,0.0,JNPR
2024-02-29,36.36977767944336,5641300,0.0,JNPR
2024-03-01,36.70371627807617,3041900,0.0,JNPR
2024-03-04,36.96889877319336,2922400,0.0,JNPR
2024-03-05,36.78229141235352,3151000,0.0,JNPR
2024-03-06,36.77246856689453,2043500,0.0,JNPR
2024-03-07,36.6840705871582,2097800,0.0,JNPR
2024-03-08,36.69389724731445,3083100,0.0,JNPR
2024-03-11,36.34031677246094,4253100,0.0,JNPR
2024-03-12,36.19298553466797,3991400,0.0,JNPR
2024-03-13,35.937625885009766,4508500,0.0,JNPR
2024-03-14,35.81976318359375,3860800,0.0,JNPR
2024-03-15,35.574222564697266,20722400,0.0,JNPR
2024-03-18,36.05548477172852,3896900,0.0,JNPR
2024-03-19,36.05548477172852,3586400,0.0,JNPR
2024-03-20,36.16352462768555,2354300,0.0,JNPR
