Date,Close,Volume,StockSplits,Ticker
2023-12-19,69.31339263916016,5096700,0.0,MDLZ
2023-12-20,67.63543701171875,9276100,0.0,MDLZ
2023-12-21,68.73780822753906,5538100,0.0,MDLZ
2023-12-22,69.469482421875,4109000,0.0,MDLZ
2023-12-26,69.95726013183594,4002900,0.0,MDLZ
2023-12-27,70.4450454711914,4061500,0.0,MDLZ
2023-12-28,70.91117095947266,4095300,0.0,MDLZ
2023-12-29,71.07799530029297,4658600,0.0,MDLZ
2024-01-02,72.46167755126953,6321800,0.0,MDLZ
2024-01-03,71.9121322631836,5610000,0.0,MDLZ
2024-01-04,71.9121322631836,5218700,0.0,MDLZ
2024-01-05,71.72567749023438,3733200,0.0,MDLZ
2024-01-08,72.3341064453125,5596700,0.0,MDLZ
2024-01-09,72.36354064941406,5078800,0.0,MDLZ
2024-01-10,71.71586608886719,4675800,0.0,MDLZ
2024-01-11,71.42147064208984,5221500,0.0,MDLZ
2024-01-12,71.75511932373047,4494000,0.0,MDLZ
2024-01-16,71.49015808105469,6040900,0.0,MDLZ
2024-01-17,71.9317626953125,4650700,0.0,MDLZ
2024-01-18,71.54903411865234,5121600,0.0,MDLZ
2024-01-19,71.49015808105469,6427000,0.0,MDLZ
2024-01-22,71.75511932373047,5210200,0.0,MDLZ
2024-01-23,73.02104187011719,6295100,0.0,MDLZ
2024-01-24,72.56961822509766,6612800,0.0,MDLZ
2024-01-25,73.10935974121094,5003800,0.0,MDLZ
2024-01-26,73.73741149902344,9517300,0.0,MDLZ
2024-01-29,74.30659484863281,9821900,0.0,MDLZ
2024-01-30,74.91500854492188,10329200,0.0,MDLZ
2024-01-31,73.86498260498047,19236200,0.0,MDLZ
2024-02-01,75.11128234863281,9887200,0.0,MDLZ
2024-02-02,75.43512725830078,8314800,0.0,MDLZ
2024-02-05,73.92386627197266,8487700,0.0,MDLZ
2024-02-06,73.84535217285156,6191700,0.0,MDLZ
2024-02-07,73.22711944580078,6067800,0.0,MDLZ
2024-02-08,73.36450958251953,4848800,0.0,MDLZ
2024-02-09,71.80419158935547,7424900,0.0,MDLZ
2024-02-12,72.12802124023438,5776400,0.0,MDLZ
2024-02-13,70.63640594482422,8809200,0.0,MDLZ
2024-02-14,70.07704162597656,7769400,0.0,MDLZ
2024-02-15,70.27330017089844,5890400,0.0,MDLZ
2024-02-16,70.63640594482422,7077700,0.0,MDLZ
2024-02-20,71.82381439208984,7733400,0.0,MDLZ
2024-02-21,72.42243194580078,7316400,0.0,MDLZ
2024-02-22,72.74626922607422,7953300,0.0,MDLZ
2024-02-23,72.59906768798828,6732600,0.0,MDLZ
2024-02-26,71.92195129394531,7264100,0.0,MDLZ
2024-02-27,71.76493835449219,8864100,0.0,MDLZ
2024-02-28,71.82381439208984,4628000,0.0,MDLZ
2024-02-29,71.70604705810547,9569500,0.0,MDLZ
2024-03-01,71.01912689208984,5652800,0.0,MDLZ
2024-03-04,70.17517852783203,7258200,0.0,MDLZ
2024-03-05,69.5176773071289,8569500,0.0,MDLZ
2024-03-06,70.28311920166016,5228900,0.0,MDLZ
2024-03-07,69.67469024658203,8339400,0.0,MDLZ
2024-03-08,70.50882720947266,7227600,0.0,MDLZ
2024-03-11,71.0485610961914,5065300,0.0,MDLZ
2024-03-12,70.40087890625,5862300,0.0,MDLZ
2024-03-13,70.15554809570312,6781100,0.0,MDLZ
2024-03-14,69.63543701171875,7898500,0.0,MDLZ
2024-03-15,69.42935943603516,16858300,0.0,MDLZ
2024-03-18,69.9789047241211,8754500,0.0,MDLZ
2024-03-19,70.90135955810547,9590900,0.0,MDLZ
2024-03-20,70.5284652709961,6713900,0.0,MDLZ
2024-03-21,70.86210632324219,5859200,0.0,MDLZ
2024-03-22,71.0485610961914,6003000,0.0,MDLZ
2024-03-25,69.5274887084961,6786800,0.0,MDLZ
2024-03-26,68.73261260986328,11413100,0.0,MDLZ
2024-03-27,69.21146392822266,7119600,0.0,MDLZ
2024-03-28,69.11273193359375,9931100,0.0,MDLZ
2024-04-01,68.87577819824219,8426000,0.0,MDLZ
2024-04-02,68.38211059570312,6886100,0.0,MDLZ
2024-04-03,67.10846710205078,8755200,0.0,MDLZ
2024-04-04,67.34542083740234,13595000,0.0,MDLZ
2024-04-05,67.12821197509766,10258400,0.0,MDLZ
2024-04-08,66.74315643310547,8835200,0.0,MDLZ
2024-04-09,66.99986267089844,8120000,0.0,MDLZ
2024-04-10,65.8348159790039,6858500,0.0,MDLZ
2024-04-11,65.93354797363281,11259600,0.0,MDLZ
2024-04-12,65.84468841552734,7433500,0.0,MDLZ
2024-04-15,65.03508758544922,10783500,0.0,MDLZ
2024-04-16,65.14369201660156,8581200,0.0,MDLZ
2024-04-17,65.66697692871094,6755500,0.0,MDLZ
2024-04-18,66.318603515625,8695700,0.0,MDLZ
2024-04-19,67.24668884277344,11017000,0.0,MDLZ
2024-04-22,68.53022003173828,10426900,0.0,MDLZ
