Date,Close,Volume,StockSplits,Ticker
2023-12-19,9.979827880859377,11724300,0.0,VTRS
2023-12-20,10.03745937347412,13041500,0.0,VTRS
2023-12-21,10.22956371307373,9730600,0.0,VTRS
2023-12-22,10.22956371307373,6033900,0.0,VTRS
2023-12-26,10.287195205688477,4043400,0.0,VTRS
2023-12-27,10.344826698303224,5568500,0.0,VTRS
2023-12-28,10.42166805267334,6162500,0.0,VTRS
2023-12-29,10.402456283569336,6213000,0.0,VTRS
2024-01-02,10.940349578857422,12622200,0.0,VTRS
2024-01-03,10.921138763427734,9780700,0.0,VTRS
2024-01-04,11.094033241271973,10186800,0.0,VTRS
2024-01-05,11.507057189941406,20136100,0.0,VTRS
2024-01-08,11.24771785736084,9307600,0.0,VTRS
2024-01-09,11.142059326171877,7613000,0.0,VTRS
2024-01-10,11.622322082519531,23691800,0.0,VTRS
2024-01-11,11.593503952026367,22241900,0.0,VTRS
2024-01-12,11.218901634216309,8912800,0.0,VTRS
2024-01-16,11.286138534545898,9516500,0.0,VTRS
2024-01-17,11.007585525512695,7423600,0.0,VTRS
2024-01-18,10.825087547302246,7480100,0.0,VTRS
2024-01-19,10.949954986572266,7410000,0.0,VTRS
2024-01-22,11.18048095703125,10607300,0.0,VTRS
2024-01-23,11.30534839630127,9119600,0.0,VTRS
2024-01-24,11.257322311401367,6947500,0.0,VTRS
2024-01-25,11.276532173156738,6124800,0.0,VTRS
2024-01-26,11.45903205871582,7106300,0.0,VTRS
2024-01-29,11.411005973815918,6216500,0.0,VTRS
2024-01-30,11.343770027160645,5619000,0.0,VTRS
2024-01-31,11.30534839630127,13432000,0.0,VTRS
2024-02-01,11.40140151977539,6760400,0.0,VTRS
2024-02-02,11.38219165802002,6441000,0.0,VTRS
2024-02-05,11.122848510742188,5514200,0.0,VTRS
2024-02-06,11.420612335205078,7450000,0.0,VTRS
2024-02-07,11.276532173156738,6504900,0.0,VTRS
2024-02-08,11.103638648986816,6830100,0.0,VTRS
2024-02-09,11.218901634216309,6460900,0.0,VTRS
2024-02-12,11.478241920471191,6899800,0.0,VTRS
2024-02-13,11.49745273590088,12276300,0.0,VTRS
2024-02-14,11.593503952026367,7976800,0.0,VTRS
2024-02-15,12.31389617919922,15259000,0.0,VTRS
2024-02-16,12.54442310333252,14121100,0.0,VTRS
2024-02-20,12.71731662750244,14424600,0.0,VTRS
2024-02-21,12.736527442932127,9004800,0.0,VTRS
2024-02-22,12.832578659057615,10900000,0.0,VTRS
2024-02-23,12.995868682861328,13338200,0.0,VTRS
2024-02-26,12.899815559387209,11668000,0.0,VTRS
2024-02-27,12.70771026611328,18161800,0.0,VTRS
2024-02-28,11.80482006072998,26685600,0.0,VTRS
2024-02-29,11.881661415100098,21664100,0.0,VTRS
2024-03-01,12.092977523803713,11839300,0.0,VTRS
2024-03-04,11.872056007385254,11190200,0.0,VTRS
2024-03-05,11.79521369934082,8756000,0.0,VTRS
2024-03-06,11.71837329864502,12225900,0.0,VTRS
2024-03-07,11.843239784240724,7816900,0.0,VTRS
2024-03-08,11.891738891601562,5240000,0.0,VTRS
2024-03-11,11.61044979095459,8283000,0.0,VTRS
2024-03-12,11.697747230529783,8393100,0.0,VTRS
2024-03-13,11.6880464553833,11392200,0.0,VTRS
2024-03-14,11.464956283569336,10455300,0.0,VTRS
2024-03-15,11.581351280212402,16558100,0.0,VTRS
2024-03-18,11.406757354736328,8544800,0.0,VTRS
2024-03-19,11.51345443725586,9294900,0.0,VTRS
2024-03-20,11.523153305053713,5104700,0.0,VTRS
2024-03-21,11.649249076843262,4839700,0.0,VTRS
2024-03-22,11.484354972839355,4332200,0.0,VTRS
2024-03-25,11.474655151367188,4737200,0.0,VTRS
2024-03-26,11.251564025878906,8223500,0.0,VTRS
2024-03-27,11.474655151367188,9023100,0.0,VTRS
2024-03-28,11.581351280212402,11960100,0.0,VTRS
2024-04-01,11.581351280212402,5905600,0.0,VTRS
2024-04-02,11.581351280212402,6833100,0.0,VTRS
2024-04-03,11.658947944641112,9150700,0.0,VTRS
2024-04-04,11.406757354736328,6130100,0.0,VTRS
2024-04-05,11.445557594299316,5793800,0.0,VTRS
2024-04-08,11.397058486938477,8279100,0.0,VTRS
2024-04-09,11.464956283569336,5625700,0.0,VTRS
2024-04-10,11.35826015472412,7083800,0.0,VTRS
2024-04-11,11.22246551513672,4482800,0.0,VTRS
2024-04-12,10.98967456817627,8160300,0.0,VTRS
2024-04-15,10.979973793029783,4398600,0.0,VTRS
2024-04-16,10.785982131958008,6763600,0.0,VTRS
2024-04-17,10.766583442687988,6068900,0.0,VTRS
2024-04-18,10.785982131958008,3464200,0.0,VTRS
2024-04-19,10.912076950073242,4679900,0.0,VTRS
2024-04-22,10.912076950073242,5099300,0.0,VTRS
2024-04-23,11.018773078918455,4675300,0.0,VTRS
2024-04-24,11.203065872192385,7595300,0.0,VTRS
2024-04-25,11.125469207763672,6540900,0.0,VTRS
2024-04-26,11.22246551513672,5166300,0.0,VTRS
2024-04-29,11.426156997680664,5843700,0.0,VTRS
2024-04-30,11.22246551513672,20387100,0.0,VTRS
2024-05-01,11.280662536621094,8672600,0.0,VTRS
2024-05-02,11.251564025878906,7905700,0.0,VTRS
2024-05-03,11.426156997680664,5088600,0.0,VTRS
2024-05-06,11.464956283569336,6028800,0.0,VTRS
2024-05-07,11.367959022521973,6075100,0.0,VTRS
2024-05-08,11.455256462097168,10578000,0.0,VTRS
2024-05-09,10.882979393005373,15229800,0.0,VTRS
2024-05-10,10.824779510498049,9576000,0.0,VTRS
2024-05-13,11.018773078918455,9149400,0.0,VTRS
2024-05-14,10.805381774902344,9266400,0.0,VTRS
2024-05-15,10.737483978271484,8137300,0.0,VTRS
2024-05-16,10.68898582458496,9719100,0.0,VTRS
2024-05-17,10.650187492370604,14010000,0.0,VTRS
2024-05-20,10.737483978271484,13020700,0.0,VTRS
2024-05-21,10.630788803100586,6631200,0.0,VTRS
2024-05-22,10.553190231323242,6290200,0.0,VTRS
2024-05-23,10.327610969543455,7970000,0.0,VTRS
2024-05-24,10.209918022155762,4900200,0.0,VTRS
2024-05-28,10.190302848815918,6165800,0.0,VTRS
2024-05-29,10.11184024810791,5739800,0.0,VTRS
2024-05-30,10.278572082519531,5823100,0.0,VTRS
2024-05-31,10.396265983581545,8862300,0.0,VTRS
2024-06-03,10.3766508102417,7438000,0.0,VTRS
2024-06-04,10.327610969543455,6537000,0.0,VTRS
2024-06-05,10.28838062286377,6054300,0.0,VTRS
2024-06-06,10.2197265625,6915400,0.0,VTRS
2024-06-07,10.268765449523926,5557400,0.0,VTRS
2024-06-10,10.30799674987793,7245200,0.0,VTRS
2024-06-11,10.435498237609863,11590700,0.0,VTRS
