Date,Close,Volume,StockSplits,Ticker
2023-12-19,34.81464767456055,7464500,0.0,KHC
2023-12-20,34.10862350463867,8456100,0.0,KHC
2023-12-21,34.308982849121094,6185100,0.0,KHC
2023-12-22,34.690616607666016,5806200,0.0,KHC
2023-12-26,34.824188232421875,4079600,0.0,KHC
2023-12-27,34.8432731628418,4385400,0.0,KHC
2023-12-28,35.05316925048828,5455900,0.0,KHC
2023-12-29,35.28214645385742,5537400,0.0,KHC
2024-01-02,36.36981201171875,11647900,0.0,KHC
2024-01-03,36.3316535949707,8913500,0.0,KHC
2024-01-04,36.0454216003418,7755400,0.0,KHC
2024-01-05,36.19807434082031,5629900,0.0,KHC
2024-01-08,36.49384307861328,7553800,0.0,KHC
2024-01-09,36.780067443847656,8108800,0.0,KHC
2024-01-10,36.15037155151367,7852100,0.0,KHC
2024-01-11,35.85460662841797,7661700,0.0,KHC
2024-01-12,35.95001220703125,4957700,0.0,KHC
2024-01-16,35.88322067260742,8373600,0.0,KHC
2024-01-17,36.054962158203125,7680900,0.0,KHC
2024-01-18,35.31077194213867,10693500,0.0,KHC
2024-01-19,35.377559661865234,8786200,0.0,KHC
2024-01-22,35.07225036621094,9334500,0.0,KHC
2024-01-23,35.4443473815918,24754100,0.0,KHC
2024-01-24,35.12950134277344,6210900,0.0,KHC
2024-01-25,35.54929733276367,5129900,0.0,KHC
2024-01-26,35.5015869140625,6727000,0.0,KHC
2024-01-29,35.59700012207031,7089400,0.0,KHC
2024-01-30,35.635162353515625,5030000,0.0,KHC
2024-01-31,35.42526626586914,6270700,0.0,KHC
2024-02-01,36.026336669921875,8337700,0.0,KHC
2024-02-02,35.92139434814453,5809400,0.0,KHC
2024-02-05,35.511131286621094,5800800,0.0,KHC
2024-02-06,35.5015869140625,6116100,0.0,KHC
2024-02-07,34.728782653808594,7750800,0.0,KHC
2024-02-08,34.79556655883789,10685500,0.0,KHC
2024-02-09,34.31852340698242,8189300,0.0,KHC
2024-02-12,34.690616607666016,9648200,0.0,KHC
2024-02-13,34.47117614746094,9869400,0.0,KHC
2024-02-14,32.59162139892578,20793800,0.0,KHC
2024-02-15,33.364437103271484,10689100,0.0,KHC
2024-02-16,33.2117805480957,6402700,0.0,KHC
2024-02-20,33.984588623046875,8710400,0.0,KHC
2024-02-21,34.719242095947266,9722600,0.0,KHC
2024-02-22,34.738319396972656,6661000,0.0,KHC
2024-02-23,34.39484405517578,6194400,0.0,KHC
2024-02-26,34.308982849121094,7033800,0.0,KHC
2024-02-27,34.15632629394531,4807500,0.0,KHC
2024-02-28,33.90826416015625,4923000,0.0,KHC
