Date,Close,Volume,StockSplits,Ticker
2023-12-19,129.16482543945312,819000,0.0,MAA
2023-12-20,126.6346206665039,1207900,0.0,MAA
2023-12-21,126.53878021240234,1513800,0.0,MAA
2023-12-22,127.58342742919922,817200,0.0,MAA
2023-12-26,128.48434448242188,335400,0.0,MAA
2023-12-27,128.72393798828125,632700,0.0,MAA
2023-12-28,130.8707733154297,575100,0.0,MAA
2023-12-29,128.86770629882812,614200,0.0,MAA
2024-01-02,130.1903076171875,647400,0.0,MAA
2024-01-03,126.70169067382812,724900,0.0,MAA
2024-01-04,126.6633529663086,784200,0.0,MAA
2024-01-05,126.29916381835938,779700,0.0,MAA
2024-01-08,127.93806457519533,773400,0.0,MAA
2024-01-09,126.8837890625,720300,0.0,MAA
2024-01-10,127.06588745117188,811100,0.0,MAA
2024-01-11,129.80859375,1432900,0.0,MAA
2024-01-12,129.8958282470703,683700,0.0,MAA
2024-01-16,131.29141235351562,1653200,0.0,MAA
2024-01-17,128.89759826660156,1446000,0.0,MAA
2024-01-18,127.40510559082033,1225100,0.0,MAA
2024-01-19,131.06851196289062,1528700,0.0,MAA
2024-01-22,131.71783447265625,1183700,0.0,MAA
2024-01-23,131.42709350585938,1599100,0.0,MAA
2024-01-24,129.92491149902344,1431000,0.0,MAA
2024-01-25,127.90904998779295,1475400,0.0,MAA
2024-01-26,126.80421447753906,1129200,0.0,MAA
2024-01-29,126.86236572265624,810300,0.0,MAA
2024-01-30,125.9610595703125,713400,0.0,MAA
2024-01-31,122.48179626464844,2167400,0.0,MAA
2024-02-01,123.97428131103516,1793700,0.0,MAA
2024-02-02,124.05182647705078,1198500,0.0,MAA
2024-02-05,120.98928833007812,944200,0.0,MAA
2024-02-06,121.70646667480467,994700,0.0,MAA
2024-02-07,121.31880950927734,1030700,0.0,MAA
2024-02-08,120.6404037475586,1437000,0.0,MAA
2024-02-09,120.67916107177734,1076200,0.0,MAA
2024-02-12,121.59986114501952,729400,0.0,MAA
2024-02-13,119.54525756835938,1032600,0.0,MAA
2024-02-14,121.23157501220705,820200,0.0,MAA
2024-02-15,125.51524353027344,775700,0.0,MAA
2024-02-16,125.18572998046876,1027600,0.0,MAA
2024-02-20,122.71438598632812,768000,0.0,MAA
2024-02-21,123.73200225830078,420100,0.0,MAA
2024-02-22,122.68531036376952,611200,0.0,MAA
2024-02-23,122.42364501953124,465600,0.0,MAA
2024-02-26,119.88445281982422,775900,0.0,MAA
2024-02-27,121.03775024414062,689500,0.0,MAA
2024-02-28,121.9487533569336,667400,0.0,MAA
2024-02-29,121.80338287353516,1478400,0.0,MAA
2024-03-01,123.69322967529295,786700,0.0,MAA
2024-03-04,125.3117218017578,1089600,0.0,MAA
2024-03-05,124.93376159667967,667700,0.0,MAA
2024-03-06,125.9416732788086,579000,0.0,MAA
2024-03-07,128.59716796875,819500,0.0,MAA
2024-03-08,130.74868774414062,676900,0.0,MAA
2024-03-11,130.80682373046875,574900,0.0,MAA
2024-03-12,128.27732849121094,816200,0.0,MAA
2024-03-13,127.8799819946289,616700,0.0,MAA
2024-03-14,126.25181579589844,616800,0.0,MAA
2024-03-15,126.31964111328124,1167800,0.0,MAA
2024-03-18,125.78660583496094,546000,0.0,MAA
2024-03-19,126.37779235839844,557700,0.0,MAA
2024-03-20,127.24032592773438,815100,0.0,MAA
2024-03-21,128.83944702148438,656000,0.0,MAA
2024-03-22,126.81392669677734,485800,0.0,MAA
2024-03-25,125.99012756347656,311500,0.0,MAA
2024-03-26,124.8562240600586,549800,0.0,MAA
2024-03-27,126.76545715332033,693800,0.0,MAA
2024-03-28,127.5213851928711,741900,0.0,MAA
2024-04-01,124.73023223876952,577500,0.0,MAA
2024-04-02,123.51878356933594,598700,0.0,MAA
2024-04-03,124.4879379272461,758100,0.0,MAA
2024-04-04,122.91791534423828,637600,0.0,MAA
2024-04-05,123.17958068847656,668600,0.0,MAA
2024-04-08,128.62623596191406,1128600,0.0,MAA
2024-04-09,131.2041778564453,1096700,0.0,MAA
2024-04-10,128.84913635253906,801400,0.0,MAA
2024-04-11,127.91875457763672,647800,0.0,MAA
2024-04-12,125.57638549804688,572100,0.0,MAA
2024-04-15,124.10626983642578,406700,0.0,MAA
2024-04-16,121.3228759765625,579200,0.0,MAA
2024-04-17,122.31275177001952,1375900,0.0,MAA
2024-04-18,122.13633728027344,1016600,0.0,MAA
2024-04-19,123.5672378540039,564700,0.0,MAA
2024-04-22,124.92953491210938,486300,0.0,MAA
2024-04-23,124.94913482666016,708000,0.0,MAA
2024-04-24,125.84099578857422,495000,0.0,MAA
2024-04-25,124.66490936279295,863200,0.0,MAA
2024-04-26,126.65445709228516,874700,0.0,MAA
2024-04-29,128.5166015625,942200,0.0,MAA
2024-04-30,127.40911102294922,1025700,0.0,MAA
2024-05-01,128.01675415039062,943500,0.0,MAA
2024-05-02,129.05563354492188,1451600,0.0,MAA
2024-05-03,130.3493194580078,1071000,0.0,MAA
2024-05-06,134.0931854248047,1078600,0.0,MAA
2024-05-07,133.4757537841797,648100,0.0,MAA
2024-05-08,130.3395233154297,676500,0.0,MAA
2024-05-09,133.6227569580078,612100,0.0,MAA
2024-05-10,132.7700958251953,334200,0.0,MAA
2024-05-13,133.35813903808594,316800,0.0,MAA
2024-05-14,134.0931854248047,537800,0.0,MAA
2024-05-15,134.96546936035156,571100,0.0,MAA
2024-05-16,134.13238525390625,456400,0.0,MAA
2024-05-17,134.99485778808594,455300,0.0,MAA
2024-05-20,134.13238525390625,422300,0.0,MAA
2024-05-21,133.77957153320312,365100,0.0,MAA
2024-05-22,133.28953552246094,534200,0.0,MAA
2024-05-23,130.27090454101562,588800,0.0,MAA
2024-05-24,130.5453338623047,351100,0.0,MAA
2024-05-28,127.7129364013672,551900,0.0,MAA
2024-05-29,126.2134246826172,790600,0.0,MAA
2024-05-30,127.27190399169922,489900,0.0,MAA
2024-05-31,131.045166015625,1523500,0.0,MAA
2024-06-03,131.03536987304688,475000,0.0,MAA
2024-06-04,133.7501678466797,684600,0.0,MAA
2024-06-05,134.0245819091797,538100,0.0,MAA
2024-06-06,134.35780334472656,443200,0.0,MAA
2024-06-07,133.93638610839844,505300,0.0,MAA
2024-06-10,135.73971557617188,878800,0.0,MAA
2024-06-11,134.24020385742188,739200,0.0,MAA
2024-06-12,134.6028289794922,527500,0.0,MAA
2024-06-13,135.4554901123047,454900,0.0,MAA
2024-06-14,136.54336547851562,495800,0.0,MAA
2024-06-17,136.5825653076172,427000,0.0,MAA
2024-06-18,138.43490600585938,411900,0.0,MAA
2024-06-20,137.39602661132812,462400,0.0,MAA
2024-06-21,138.15069580078125,1175700,0.0,MAA
2024-06-24,140.46365356445312,487700,0.0,MAA
